滇竹根七·《全国中草药汇编》,[],【别名】格脉黄精、竹根七、金不换,【来源】百合科滇竹根七Polygonatum tessellatum Wang et Tang，以根状茎入药。,【性味】甘，温。,【功能主治】舒筋络，祛风湿，补虚。主治虚弱头昏，风湿关节痛，跌打损伤。,【用法用量】3～5钱，配方用。,【摘录】《全国中草药汇编》
颠茄草·《中国药典》,【拼音】Diān Qié Cǎo,【别名】美女草、别拉多娜草,【来源】药材基源：为茄科植物颠茄的全草。,[],【功能主治】解痉止痛；抑制分泌。主胃及十二指溃疡；胃肠道；肾；胆绞痛；呕恶；盗汗；流涎,【用法用量】内服：酊剂或片剂，参见“制剂”项。,【摘录】《中华本草》
钉头果·《全国中草药汇编》,【拼音】Dìnɡ Tóu Guǒ,[],【来源】药材基源：为萝科植物钉头果的地上部分。,【性味】甘；平,【功能主治】健脾和胃；益肺。主小儿呕吐；泄泻；不思纳食；肺痨咳嗽,【用法用量】内服：煎汤5-15克。,【摘录】《中华本草》
疔毒草·《中药大辞典》,【拼音】Dīnɡ Dú Cǎo,【别名】亚尔母堂（藏名）,【来源】药材基源：为堇菜科植特裂叶堇菜的全草或根、根茎。,【性味】味苦；性寒,【功能主治】清热解毒；利湿消肿。主疔疮肿毒；麻疹热毒；肺炎；胸膜炎；淋浊；白带；肾炎,【用法用量】内服：煎汤，9-15g；或捣汁。外用：适量，捣敷。,【摘录】《中华本草》
顶头马蓝·《中华本草》,【拼音】Dǐnɡ Tóu Mǎ Lán,【别名】癣药,【来源】药材基源：为爵床科植物头马蓝的全草。,【性味】味苦；辛；性凉,【功能主治】杀虫止痒。主治癣；疥疮,【用法用量】外用：适量，煎汤洗或鲜品捣敷。,【摘录】《中华本草》
钉耙七·《中药大辞典》,【拼音】Dìnɡ Pá Qī,[],【来源】为眼子菜科植物,[],【功能主治】治气痞腹痛，腰疼，痔疮出血。,【用法用量】内服：煎汤，3～5钱；或研末。,【摘录】《中药大辞典》
顶果膜蕨·《中华本草》,【拼音】Dǐnɡ Guǒ Mó Jué,[],【来源】药材基源：为膜蕨科植物顶果膜蕨的全草。,【性味】微涩；平,【功能主治】止血生肌。主外伤出血,【用法用量】外用：适量，鲜品捣敷；或研末敷。,【摘录】《中华本草》
冬青皮·《中药大辞典》,【拼音】Dōnɡ Qīnɡ Pí,【别名】冬青木皮。,【来源】药材基源：为冬青科植物冬青Ilex purpurea Hassk.的树皮及根皮。,【性味】甘；苦；凉,【功能主治】凉血解毒；止血止带。主烫伤；月经过多；白带,【用法用量】内服：煎汤，15-30g。外用：适量，捣敷。,【摘录】《中华本草》
毒鱼藤·《中药大辞典》,【拼音】Dú Yú Ténɡ,【别名】白药根、雷公藤蹄。,【来源】药材基源：为豆科植物中南鱼藤的茎、叶。,【性味】苦；平；有毒,【功能主治】解毒杀虫。主疮毒；皮炎；皮肤湿疹；跌打肿痛；关节疼痛,【用法用量】外用：适量，煎水洗，或末敷。,【摘录】《中华本草》
毒蛆草·《全国中草药汇编》,[],【别名】透骨草、一马光、接生草、老婆子针线,【来源】毒蛆草科（透骨草科）毒蛆草Phryma leptostachya L. var. asiatica Hara，以全草、叶入药。,【性味】涩，凉。,【功能主治】清热利湿，活血消肿。主治黄水疮，疥疮，湿疹，跌打损伤，骨折。,【用法用量】3～5钱；外用鲜叶适量，捣烂敷患处。,【摘录】《全国中草药汇编》
杜松实·《中药大辞典》,【拼音】Dù Sōnɡ Shí,【别名】杜松子（《宁夏中草药手册》）,【来源】为柏科植物杜松的果实。10月果实成熟时打下，阴干。,[],【功能主治】祛风，除湿，利尿。,【用法用量】内服：煎汤，0.3～1钱。外用：捣敷。,【摘录】《中药大辞典》
短柄忍冬·《全国中草药汇编》,[],【别名】鸡骨头树,【来源】忍冬科短柄忍冬Lonicera maackii （Rupr.） Maxim. f. podocarpa Franch. ex Rehd.，以根入药。,[],【功能主治】杀菌截疟。,[],【摘录】《全国中草药汇编》
短柄南蛇藤茎叶·《中华本草》,【拼音】Duǎn Bǐnɡ Nán Shé Ténɡ Jīnɡ Yè,[],【来源】药材基源：为卫矛科植物短梗南蛇藤Celastrus rosthornianus Loes.的茎叶。,【性味】辛；苦；平；有小毒,【功能主治】祛风除湿；活血止血；解毒消肿。主风湿痹痛；跌打损伤；脘腹痛；牙痛；疝气痛；月经不调；经闭；血崩；肌衄；疮肿；带状疱疹；湿疹,【用法用量】内服：煎汤，6-15g。外用：适量，研末调涂。,【摘录】《中华本草》
杜楝·《中华本草》,【拼音】Dù Liàn,【别名】海南杜楝、钮扣丹、手拳灵。,【来源】药材基源：为楝科植物杜楝的枝叶。,【性味】苦；凉,【功能主治】清热解毒；收敛止泻。主泄泻；痢疾；咽喉肿痛；外伤出血,【用法用量】内服：煎汤，6-15g。外用：适量，鲜品捣敷。,【摘录】《中华本草》
杜松·《全国中草药汇编》,【拼音】Dù Sōnɡ,【别名】刺柏、杜松子、崩松、棒松,【来源】药材基源：为柏科植物杜松的枝叶及球果。,【性味】甘；苦；性平,【功能主治】祛风；镇痛；除湿；利尿。主风湿关节痛；痛风；肾炎；水肿；尿路感染,【用法用量】内服：煎汤，3-9g。外用：适量，捣敷。,【摘录】《中华本草》
堆莴苣·《中华本草》,【拼音】Duī Wō Jù,【别名】铁麻、江维草、山活血,【来源】药材基源：为菊科植物堆莴苣的根及全草。,【性味】味苦；性寒,【功能主治】清热解毒；止血。主疮疖肿毒；蝮蛇咬伤；外伤出血,【用法用量】外用：适量，鲜品捣敷。,【摘录】《中华本草》
多花筋骨草·《中华本草》,【拼音】Duō Huā Jīn Gǔ Cǎo,[],【来源】药材基源：为唇形科植物多花筋骨草的全草。,【性味】味苦；性寒,【功能主治】清热解毒；止血。主肺热咳嗽；咯血；疮痈肿毒,【用法用量】内服：煎汤，6-9g。外用：适量，捣蛋敷。,【摘录】《中华本草》
多花景天三七·《全国中草药汇编》,[],[],【来源】景天科多花景天三七Sedum aizoon L. var. floribundum Nakai，以全草、根状茎及根入药。,【性味】甘，平。,【功能主治】活血散瘀，止血。主治吐血，咯血，跌打损伤。,【用法用量】3～5钱。,【摘录】《全国中草药汇编》
多足蕨·《中华本草》,【拼音】Duō Zú Jué,[],【来源】药材基源：为水龙骨科植物多足蕨和东北多足蕨的根茎。,【性味】苦；甘；微寒,【功能主治】清热利湿解毒。主湿热淋症；风湿热痹；疮疖痈肿；风疹瘙痒；跌打损伤,【用法用量】内服：煎汤，10-30g。外用：适量，煎水洗；或捣敷。,【摘录】《中华本草》
蕙实·《中华本草》,【拼音】Huì Shí,[],【来源】药材基源：为兰科植物蕙兰的果实。,【性味】味辛；性平,【功能主治】明目；补中。主,【用法用量】内服：煎服，3-9g。,【摘录】《中华本草》
会东藤·《全国中草药汇编》,[],【别名】老妈妈针线包,【来源】萝藦科会东藤Gymnema longiretinaculatum Tsiang，以种毛入药。,[],【功能主治】止血。主治刀伤出血。,[],【摘录】《全国中草药汇编》
蕙兰·《全国中草药汇编》,【拼音】Huì Lán,【别名】化气兰、土百部[陕西]、线兰、九子兰、九节兰,【来源】兰科蕙兰Cymbidium faberi Rolfe，以根皮入药。,【性味】苦、甘，温。有小毒。,【功能主治】润肺止咳，杀虫。,[],【摘录】《全国中草药汇编》
桧叶·《中药大辞典》,【拼音】Guì Yè,[],【来源】药材基源：为柏科植物圆柏的叶,【性味】辛；苦；性温；小毒,【功能主治】祛风散寒；活血解毒。主风寒感冒；风湿关节痛；荨麻疹；阴疽肿毒初起；尿路感染,【用法用量】内服：煎汤，鲜品15-30g。外用：适量，捣敷，煎水熏洗或烧烟熏。,【摘录】《中华本草》
藿香露·《中药大辞典》,【拼音】Huò Xiānɡ Lù,[],【来源】为唇形科植物藿香的茎叶蒸馏所得的芳香水。,【性味】《中国医学大辞典》：“辛，微温，无毒。”,【功能主治】①《纲目拾遗》：“消暑，正气。”,【用法用量】内服：温饮，2～4两。,【摘录】《中药大辞典》
绿百合·《中华本草》,【拼音】Lǜ Bǎi Hé,【别名】直瓣红花百合、苍山红百合、百合,【来源】药材基源：为百合科植物黄绿花滇百合的鳞茎。,【性味】甘；微苦；凉,【功能主治】养阴润肺；清心安神。主阴虚咳嗽；虚烦惊悸；失眠多梦；精神恍惚；痈肿；湿疮,【用法用量】内服：煎汤，6-12g。外用：适量，捣敷。,【摘录】《中华本草》
绿包藤·《中华本草》,【拼音】Lǜ Bāo Ténɡ,【别名】小赖藤、千里找根、发冷藤、绿藤,【来源】药材基源：为防己科植物波叶青牛胆的藤茎。,【性味】味苦；性凉,【功能主治】活血消肿；清热解毒；止痢；截疟。主跌打损伤；骨折；毒蛇咬伤；痈疖肿毒；痢疾；疟疾,【用法用量】内服：煎汤，9-15g。外用：鲜品适量，捣敷。,【摘录】《中华本草》
葎草花·《中药大辞典》,【拼音】Lǜ Cǎo Huā,[],【来源】为桑科植物葎草的花。,[],【功能主治】①《现代实用中药》：“治肺结核。”,【用法用量】内服：煎汤，3～6钱；或研末。,【摘录】《中药大辞典》
葎草果穗·《中药大辞典》,【拼音】Lǜ Cǎo Guǒ Suì,[],【来源】为桑科植物葎草的果穗。,[],【功能主治】《本草推陈》：“治肺结核潮热，盗汗。”,【用法用量】内服：煎汤，0.5～1两（鲜者1～3两）。,【摘录】《中药大辞典》
绿衣枳壳·《中药大辞典》,【拼音】Lǜ Yī Zhǐ Ké,【别名】枸橼、臭橼、枳、枸橼李,【来源】为芸香科植物枸橼Poncirus trifoliata（L.）Raf.的果实。夏秋季拾取自然脱落在地上的幼小果实，晒干；略大者，自中部横切为两半，晒干。,【性味】性寒，味苦。,【功能主治】行气宽中，消食，化痰。用于胸腹痞满胀痛、食积不化、痰饮、胃下垂。,[],【摘录】《中药大辞典》
绿玉树·《全国中草药汇编》,[],【别名】乳葱树、白蚁树、光棍树,【来源】大戟科绿玉树Euphorbia tirucalli L.，以全草入药。,【性味】辛、微酸，凉。有小毒。,【功能主治】催乳，杀虫。主治缺乳，癣。,【用法用量】2～3钱，外用适量。,【摘录】《全国中草药汇编》
葎草根·《中药大辞典》,【拼音】Lǜ Cǎo Gēn,[],【来源】为桑科植物葎草的根。,[],【功能主治】治石淋，疝气，瘰疬。,【用法用量】内服：煎汤，5～8钱；或捣汁。,【摘录】《中药大辞典》
葎草·《全国中草药汇编》,【拼音】Lǜ Cǎo,【别名】勒草、黑草、葛葎蔓、葛勒蔓、、来毒草、葛葎草、涩萝蔓、割人藤、苦瓜藤、锯锯藤、拉拉藤、五爪龙、大叶五爪龙,【来源】药材基源：为桑科植物葎草的全草。,【性味与归经】甘、苦，寒。,【功能主治】清热解毒；利尿通淋；。主肺热咳嗽；肺痈；虚热烦渴；热淋；水肿；小便不利；湿热泻痢；热毒疮疡；皮肤瘙痒,"【用法用量】内服：煎汤，10-15g,鲜品30-60g;或捣汁。外用：适量，捣敷；或煎水熏洗。",【摘录】《中华本草》
绿叶五味子·《中华本草》,【拼音】Lǜ Yè Wǔ Wèi Zǐ,【别名】内风消、小血藤、过山风、自钻、风沙藤,【来源】药材基源：为五味子科植物绿叶五味子的藤茎或根。,【性味】辛；性温,【功能主治】祛风活血；行气止痛。主风湿骨痛；胃痛；疝气痛；月经不调；荨麻疹；带状疱疹,【用法用量】内服：煎汤，15-30g。外用：适量，煎水洗；或捣敷；或绞汁搽。,【摘录】《中华本草》
绿盐·《中药大辞典》,【拼音】Lǜ Yán,【别名】石绿、盐绿,【来源】药材基源：为卤化物类矿物氯铜矿的矿石。,【性味】咸；苦；辛；平；有毒,【功能主治】明目去翳。主目翳；目涩昏暗；泪多眵多,【用法用量】外用：适量，研细配膏，点眼或外贴；或制成稀溶液作冲洗剂，亦可外掺。,【摘录】《中华本草》
绿笋片·《中药大辞典》,【拼音】Lǜ Sǔn Piàn,【别名】绿笋干、玉版笋、草鞋底、蝴蝶尖,【来源】药材基源：为禾本科植物绿竹嫩苗的制成品。,【性味】甘；平,【功能主治】化痰平喘。主痰壅气喘,【用法用量】内服：煎汤， 30-60g。,【摘录】《中华本草》
绿珊瑚·《全国中草药汇编》,【拼音】Lǜ Shān Hú,【别名】九龙草、九仙草、珍珠草,【来源】檀香科百蕊草属植物急折百蕊草Thesium refractum Mey.和喜马拉雅百蕊草T. himalense Royle，以全草入药。夏秋采收，洗净晒干。,【性味】甘、微苦，凉。,【功能主治】清热解痉，利湿消疳。用于小儿肺炎，支气管炎，肝炎，小儿惊风，腓肠肌痉挛，风湿骨痛，小儿疳积，血小板减少性紫癜。,【用法用量】2～4钱。,【摘录】《全国中草药汇编》
绿绒蒿·《中药大辞典》,【拼音】Lǜ Rónɡ Hāo,【别名】阿拍色鲁。,【来源】药材基源：为罂粟科植物长叶绿绒蒿和全缘绿绒蒿的全草或根。,【性味】苦；涩；寒；小毒,【功能主治】清热利湿；止咳。主肺炎咳嗽；湿热黄疸；水肿；创伤久不愈合,【用法用量】内服：煎汤，3-6g。外用：适量，研末敷。,【摘录】《中华本草》
绿南星·《中华本草》,【拼音】Lǜ Nán Xīnɡ,【别名】天南星、白南星、南星七、螃蟹七、三甫莲、蛇芋头、山苞谷、三角莲、三步跳,【来源】药材基源：为天南星科植物刺柄南星的块茎。,【性味】味辛；性温有毒,【功能主治】祛痰止咳；解毒散结。主劳伤咳嗽；疥癣；痈疽,【用法用量】内服：煎汤，2.5-4.5g。外用：适量，捣敷。,【摘录】《中华本草》
绿花耧斗菜·《全国中草药汇编》,[],【别名】血见愁[内蒙古],【来源】毛茛科绿花耧斗菜Aquilegia viridiflora Pall.，以全草入药。,【性味】微苦、辛，凉。,【功能主治】调经止血，清热解毒。主治月经不调，功能性子宫出血，痢疾，腹痛等症。,【用法用量】1～2钱，或鲜用5钱，水煎服。,【摘录】《全国中草药汇编》
绿青·《中药大辞典》,【拼音】Lǜ Qīnɡ,【别名】石绿、石碌、大绿,【来源】药材基源：为碳酸盐类矿物孔雀石的矿石。,【性味】酸；寒；无毒,【功能主治】催吐祛痰；镇惊；敛疮。主风痰壅塞；眩晕昏仆；痰迷惊痫；疳疮,【用法用量】内服：入丸、散。外用：研末撒或调敷。,【摘录】《中华本草》
绿茎槲寄生·《中华本草》,【拼音】Lǜ Jīnɡ Hú Jì Shēnɡ,[],【来源】药材基源：为桑寄生科植物绿茎槲寄生的带叶茎枝。,【性味】辛;苦;性平,【功能主治】祛风除湿;安胎;降压。主风湿痹痛;胎动不安；高血压,【用法用量】内服：煎汤，9～15g。,【摘录】《中华本草》
绿结鸡骨·《中药大辞典》,【拼音】Lǜ Jié Jī Gǔ,[],【来源】药材基源：为杜鹃科动物褐翅鸦鹃的骨。,【性味】味甘；咸；性温,【功能主治】强筋壮骨。主风湿骨痛；跌打损伤,【用法用量】内服：浸酒，适量饮。,【摘录】《中华本草》
绿兰花·《中药大辞典》,【拼音】Lǜ Lán Huā,【别名】脓泡药、汤湿草、猪胡椒、野田菜、鹅肠草、五瓣梅、猫脚迹、尖板、猫儿草、五角星、五星草、野紫菜、田边草、倒地金钟、白花草、花公药,【来源】药材基源：为玄参科植物通泉草的全草。,【性味】味苦；微甘；性凉,【功能主治】清热解毒；利湿通淋；健脾消积。主热毒痈肿；脓疱疮；疔疮；烧烫伤；尿路感染；腹水；黄疸型肝炎；水化不良；小儿疳积,【用法用量】内服：煎汤，10-15g。外用：鲜品适量，氰,【摘录】《中华本草》
绿花独活·《中华本草》,【拼音】Lǜ Huā Dú Huó,[],【来源】药材基源：为伞形科植物绿花山芹的根。,【性味】味辛；性温,【功能主治】祛风胜湿；散寒止痛。主风寒感冒；头痛；风寒湿痹,【用法用量】内服：煎汤，3-9g。,【摘录】《中华本草》
绿矾·《全国中草药汇编》,【拼音】Lǜ Fán,【别名】青矾、皂荚矾、皂矾,【来源】药材基源：为硫酸盐类水绿矾族矿物水绿矾或其人工制品(绛矾)。,【性味与归经】酸，寒。入肝、脾经。,【功能主治】燥湿杀虫；补血消积；解毒敛疮。主血虚萎黄；疳积；腹胀痞满；肠风便血；疮疡溃烂；喉痹口疮；烂弦风眼；疥癣瘙痒,【用法用量】内服：入丸、散，0.2-0.6g。不入汤剂。外用：适量，研末撒或调敷；或为2%水溶液涂洗。,【摘录】《中华本草》
绿萼水珠草·《中华本草》,【拼音】Lǜ è Shuǐ Zhū Cǎo,[],【来源】药材基源：为柳叶菜科植物绿萼水珠草的全草。,【性味】味辛；苦；性凉,【功能主治】理气止痛；利水；活血调经；解毒。主脘腹疼痛；淋痛；水肿；月经不调；疮肿；无名肿毒；疥疮；刀伤出血,【用法用量】内服：煎汤，6-15g；或研末。外用：适量，捣敷。,【摘录】《中华本草》
绿豆衣·《全国中草药汇编》,【拼音】Lǜ Dòu Yī,【别名】绿豆皮,【来源】豆科菜豆属植物绿豆Phaseolus radiatus L.的种子皮。,【性味】甘，寒。,【功能主治】解热毒，退目翳。,【用法用量】1～3钱，煎服。,【摘录】《全国中草药汇编》
绿萼梅·《全国中草药汇编》,【拼音】Lǜ è Méi,[],【来源】蔷薇科梅属植物绿萼梅Prunus mume Sieb. et Zucc. var. viridicalyx Makino，以花入药。冬末至次年早春采摘初开放的花朵，晒干。,【性味与归经】酸、涩，平。归肝、胃经。,【功能主治】疏肝解郁，开胃升津。用于胸闷不舒、胃纳不佳及梅核气。,【用法用量】3～5克。,【摘录】《中药大辞典》
绿豆升麻·《全国中草药汇编》,【拼音】Lǜ Dòu Shēnɡ Má,【别名】马尾升麻,【来源】药材基源：为毛茛科植物类叶升麻的根茎。,【性味】辛；微苦；平,【功能主治】散风热；祛风湿；透疹；解毒。主风热头痛；咽喉肿痛；风湿疼痛；风疹块；麻疹不透；百日咳；子宫脱垂；犬咬伤,【用法用量】内服：煎汤，3-9g。外用：适量，捣敷。,【摘录】《中华本草》
绿段草·《中华本草》,【拼音】Lǜ Duàn Cǎo,【别名】地胆、花花草、彩斑桑勒草、小花草、花叶叶,【来源】药材基源：为野牡丹科植物小蜂斗草的全株。,【性味】味甘；淡；性凉,【功能主治】凉血除蒸；解毒消肿。主烦热；劳嗽；胃痛；目赤；骨折；带状疱疹,【用法用量】内服：煎汤，9-15g；或研末炖肉。外用：适量，捣汁点眼；或捣敷。,【摘录】《中华本草》
